
时间2 (秒 s)	角2 (弧度 rad)	角速度2 (弧度/秒 rad/s)	角加速度2 (弧度/秒² rad/s²)	位置2 (米 m)	速度2 (米/秒 m/s)	加速度2 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)
35.500	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.500	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.510	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.510	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.520	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.520	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.530	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.530	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.540	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.540	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.550	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.550	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.560	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.560	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.570	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.570	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.580	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.580	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.590	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.590	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.600	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.600	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.610	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.610	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.620	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.620	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.630	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.630	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.640	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.640	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.650	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.650	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.660	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.660	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
35.670	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.670	0.035	0.000	43.633	8.3333E-4	0.000	1.042																					
35.680	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.680	0.035	0.873	43.633	8.3333E-4	0.021	1.042																					
35.690	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.690	0.052	0.873	-43.633	0.0012	0.021	-1.042																					
35.700	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.700	0.052	0.000	-43.633	0.0012	0.000	-1.042																					
35.710	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.710	0.052	0.000	0.000	0.0012	0.000	0.000																					
35.720	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.720	0.052	0.000	0.000	0.0012	0.000	0.000																					
35.730	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.730	0.052	0.000	0.000	0.0012	0.000	0.000																					
35.740	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.740	0.052	0.000	0.000	0.0012	0.000	0.000																					
35.750	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.750	0.052	0.000	0.000	0.0012	0.000	0.000																					
35.760	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.760	0.052	0.000	0.000	0.0012	0.000	0.000																					
35.770	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.770	0.052	0.000	43.633	0.0012	0.000	1.042																					
35.780	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.780	0.052	0.873	43.633	0.0012	0.021	1.042																					
35.790	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.790	0.070	0.873	-43.633	0.0017	0.021	-1.042																					
35.800	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.800	0.070	0.000	-43.633	0.0017	0.000	-1.042																					
35.810	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.810	0.070	0.000	0.000	0.0017	0.000	0.000																					
35.820	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.820	0.070	0.000	0.000	0.0017	0.000	0.000																					
35.830	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.830	0.070	0.000	0.000	0.0017	0.000	0.000																					
35.840	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.840	0.070	0.000	0.000	0.0017	0.000	0.000																					
35.850	0.017	0.000	0.000	4.1667E-4	0.000	0.000	35.850	0.070	0.000	0.000	0.0017	0.000	0.000																					
35.860	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042	35.860	0.070	0.000	0.000	0.0017	0.000	0.000																					
35.870	0.017	-0.873	-43.633	4.1667E-4	-0.021	-1.042	35.870	0.070	0.000	43.633	0.0017	0.000	1.042																					
35.880	0.000	-0.873	43.633	0.0000	-0.021	1.042	35.880	0.070	0.873	43.633	0.0017	0.021	1.042																					
35.890	0.000	0.000	43.633	0.0000	0.000	1.042	35.890	0.087	0.873	-43.633	0.0021	0.021	-1.042																					
35.900	0.000	0.000	0.000	0.0000	0.000	0.000	35.900	0.087	0.000	-43.633	0.0021	0.000	-1.042																					
35.910	0.000	0.000	0.000	0.0000	0.000	0.000	35.910	0.087	0.000	0.000	0.0021	0.000	0.000																					
35.920	0.000	0.000	0.000	0.0000	0.000	0.000	35.920	0.087	0.000	0.000	0.0021	0.000	0.000																					
35.930	0.000	0.000	0.000	0.0000	0.000	0.000	35.930	0.087	0.000	0.000	0.0021	0.000	0.000																					
35.940	0.000	0.000	0.000	0.0000	0.000	0.000	35.940	0.087	0.000	0.000	0.0021	0.000	0.000																					
35.950	0.000	0.000	0.000	0.0000	0.000	0.000	35.950	0.087	0.000	0.000	0.0021	0.000	0.000																					
35.960	0.000	0.000	0.000	0.0000	0.000	0.000	35.960	0.087	0.000	0.000	0.0021	0.000	0.000																					
35.970	0.000	0.000	0.000	0.0000	0.000	0.000	35.970	0.087	0.000	43.633	0.0021	0.000	1.042																					
35.980	0.000	0.000	0.000	0.0000	0.000	0.000	35.980	0.087	0.873	43.633	0.0021	0.021	1.042																					
35.990	0.000	0.000	0.000	0.0000	0.000	0.000	35.990	0.105	0.873	-43.633	0.0025	0.021	-1.042																					
36.000	0.000	0.000	0.000	0.0000	0.000	0.000	36.000	0.105	0.000	-43.633	0.0025	0.000	-1.042																					
36.010	0.000	0.000	0.000	0.0000	0.000	0.000	36.010	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.020	0.000	0.000	0.000	0.0000	0.000	0.000	36.020	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.030	0.000	0.000	0.000	0.0000	0.000	0.000	36.030	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.040	0.000	0.000	0.000	0.0000	0.000	0.000	36.040	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.050	0.000	0.000	0.000	0.0000	0.000	0.000	36.050	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.060	0.000	0.000	0.000	0.0000	0.000	0.000	36.060	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.070	0.000	0.000	0.000	0.0000	0.000	0.000	36.070	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.080	0.000	0.000	0.000	0.0000	0.000	0.000	36.080	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.090	0.000	0.000	0.000	0.0000	0.000	0.000	36.090	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.100	0.000	0.000	0.000	0.0000	0.000	0.000	36.100	0.105	0.000	43.633	0.0025	0.000	1.042																					
36.110	0.000	0.000	0.000	0.0000	0.000	0.000	36.110	0.105	0.873	43.633	0.0025	0.021	1.042																					
36.120	0.000	0.000	0.000	0.0000	0.000	0.000	36.120	0.122	0.873	-43.633	0.0029	0.021	-1.042																					
36.130	0.000	0.000	0.000	0.0000	0.000	0.000	36.130	0.122	0.000	-43.633	0.0029	0.000	-1.042																					
36.140	0.000	0.000	0.000	0.0000	0.000	0.000	36.140	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.150	0.000	0.000	0.000	0.0000	0.000	0.000	36.150	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.160	0.000	0.000	0.000	0.0000	0.000	0.000	36.160	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.170	0.000	0.000	0.000	0.0000	0.000	0.000	36.170	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.180	0.000	0.000	0.000	0.0000	0.000	0.000	36.180	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.190	0.000	0.000	0.000	0.0000	0.000	0.000	36.190	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.200	0.000	0.000	0.000	0.0000	0.000	0.000	36.200	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.210	0.000	0.000	0.000	0.0000	0.000	0.000	36.210	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.220	0.000	0.000	0.000	0.0000	0.000	0.000	36.220	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.230	0.000	0.000	0.000	0.0000	0.000	0.000	36.230	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.240	0.000	0.000	0.000	0.0000	0.000	0.000	36.240	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.250	0.000	0.000	0.000	0.0000	0.000	0.000	36.250	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.260	0.000	0.000	0.000	0.0000	0.000	0.000	36.260	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.270	0.000	0.000	0.000	0.0000	0.000	0.000	36.270	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.280	0.000	0.000	0.000	0.0000	0.000	0.000	36.280	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.290	0.000	0.000	0.000	0.0000	0.000	0.000	36.290	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.300	0.000	0.000	0.000	0.0000	0.000	0.000	36.300	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.310	0.000	0.000	0.000	0.0000	0.000	0.000	36.310	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.320	0.000	0.000	0.000	0.0000	0.000	0.000	36.320	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.330	0.000	0.000	0.000	0.0000	0.000	0.000	36.330	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.340	0.000	0.000	0.000	0.0000	0.000	0.000	36.340	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.350	0.000	0.000	0.000	0.0000	0.000	0.000	36.350	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.360	0.000	0.000	0.000	0.0000	0.000	0.000	36.360	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.370	0.000	0.000	0.000	0.0000	0.000	0.000	36.370	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.380	0.000	0.000	0.000	0.0000	0.000	0.000	36.380	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.390	0.000	0.000	0.000	0.0000	0.000	0.000	36.390	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.400	0.000	0.000	0.000	0.0000	0.000	0.000	36.400	0.122	0.000	0.000	0.0029	0.000	0.000																					
36.410	0.000	0.000	0.000	0.0000	0.000	0.000	36.410	0.122	0.000	-43.633	0.0029	0.000	-1.042																					
36.420	0.000	0.000	0.000	0.0000	0.000	0.000	36.420	0.122	-0.873	-43.633	0.0029	-0.021	-1.042																					
36.430	0.000	0.000	0.000	0.0000	0.000	0.000	36.430	0.105	-0.873	43.633	0.0025	-0.021	1.042																					
36.440	0.000	0.000	0.000	0.0000	0.000	0.000	36.440	0.105	0.000	43.633	0.0025	0.000	1.042																					
36.450	0.000	0.000	0.000	0.0000	0.000	0.000	36.450	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.460	0.000	0.000	0.000	0.0000	0.000	0.000	36.460	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.470	0.000	0.000	0.000	0.0000	0.000	0.000	36.470	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.480	0.000	0.000	0.000	0.0000	0.000	0.000	36.480	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.490	0.000	0.000	0.000	0.0000	0.000	0.000	36.490	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.500	0.000	0.000	0.000	0.0000	0.000	0.000	36.500	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.510	0.000	0.000	0.000	0.0000	0.000	0.000	36.510	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.520	0.000	0.000	0.000	0.0000	0.000	0.000	36.520	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.530	0.000	0.000	0.000	0.0000	0.000	0.000	36.530	0.105	0.000	0.000	0.0025	0.000	0.000																					
36.540	0.000	0.000	0.000	0.0000	0.000	0.000	36.540	0.105	0.000	-43.633	0.0025	0.000	-1.042																					
36.550	0.000	0.000	0.000	0.0000	0.000	0.000	36.550	0.105	-0.873	-43.633	0.0025	-0.021	-1.042																					
36.560	0.000	0.000	0.000	0.0000	0.000	0.000	36.560	0.087	-0.873	43.633	0.0021	-0.021	1.042																					
36.570	0.000	0.000	0.000	0.0000	0.000	0.000	36.570	0.087	0.000	43.633	0.0021	0.000	1.042																					
36.580	0.000	0.000	0.000	0.0000	0.000	0.000	36.580	0.087	0.000	0.000	0.0021	0.000	0.000																					
36.590	0.000	0.000	0.000	0.0000	0.000	0.000	36.590	0.087	0.000	0.000	0.0021	0.000	0.000																					
36.600	0.000	0.000	0.000	0.0000	0.000	0.000	36.600	0.087	0.000	0.000	0.0021	0.000	0.000																					
36.610	0.000	0.000	0.000	0.0000	0.000	0.000	36.610	0.087	0.000	0.000	0.0021	0.000	0.000																					
36.620	0.000	0.000	0.000	0.0000	0.000	0.000	36.620	0.087	0.000	0.000	0.0021	0.000	0.000																					
36.630	0.000	0.000	0.000	0.0000	0.000	0.000	36.630	0.087	0.000	0.000	0.0021	0.000	0.000																					
36.640	0.000	0.000	0.000	0.0000	0.000	0.000	36.640	0.087	0.000	-43.633	0.0021	0.000	-1.042																					
36.650	0.000	0.000	0.000	0.0000	0.000	0.000	36.650	0.087	-0.873	-43.633	0.0021	-0.021	-1.042																					
36.660	0.000	0.000	0.000	0.0000	0.000	0.000	36.660	0.070	-0.873	43.633	0.0017	-0.021	1.042																					
36.670	0.000	0.000	0.000	0.0000	0.000	0.000	36.670	0.070	0.000	43.633	0.0017	0.000	1.042																					
36.680	0.000	0.000	0.000	0.0000	0.000	0.000	36.680	0.070	0.000	0.000	0.0017	0.000	0.000																					
36.690	0.000	0.000	0.000	0.0000	0.000	0.000	36.690	0.070	0.000	0.000	0.0017	0.000	0.000																					
36.700	0.000	0.000	0.000	0.0000	0.000	0.000	36.700	0.070	0.000	0.000	0.0017	0.000	0.000																					
36.710	0.000	0.000	0.000	0.0000	0.000	0.000	36.710	0.070	0.000	0.000	0.0017	0.000	0.000																					
36.720	0.000	0.000	0.000	0.0000	0.000	0.000	36.720	0.070	0.000	0.000	0.0017	0.000	0.000																					
36.730	0.000	0.000	0.000	0.0000	0.000	0.000	36.730	0.070	0.000	0.000	0.0017	0.000	0.000																					
36.740	0.000	0.000	0.000	0.0000	0.000	0.000	36.740	0.070	0.000	-43.633	0.0017	0.000	-1.042																					
36.750	0.000	0.000	0.000	0.0000	0.000	0.000	36.750	0.070	-0.873	-43.633	0.0017	-0.021	-1.042																					
36.760	0.000	0.000	0.000	0.0000	0.000	0.000	36.760	0.052	-0.873	43.633	0.0012	-0.021	1.042																					
36.770	0.000	0.000	43.633	0.0000	0.000	1.042	36.770	0.052	0.000	43.633	0.0012	0.000	1.042																					
36.780	0.000	0.873	43.633	0.0000	0.021	1.042	36.780	0.052	0.000	0.000	0.0012	0.000	0.000																					
36.790	0.017	0.873	-43.633	4.1667E-4	0.021	-1.042	36.790	0.052	0.000	0.000	0.0012	0.000	0.000																					
36.800	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042	36.800	0.052	0.000	0.000	0.0012	0.000	0.000																					
36.810	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.810	0.052	0.000	0.000	0.0012	0.000	0.000																					
36.820	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.820	0.052	0.000	0.000	0.0012	0.000	0.000																					
36.830	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.830	0.052	0.000	0.000	0.0012	0.000	0.000																					
36.840	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.840	0.052	0.000	0.000	0.0012	0.000	0.000																					
36.850	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.850	0.052	0.000	0.000	0.0012	0.000	0.000																					
36.860	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.860	0.052	0.000	-43.633	0.0012	0.000	-1.042																					
36.870	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.870	0.052	-0.873	-43.633	0.0012	-0.021	-1.042																					
36.880	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.880	0.035	-0.873	43.633	8.3333E-4	-0.021	1.042																					
36.890	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.890	0.035	0.000	43.633	8.3333E-4	0.000	1.042																					
36.900	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.900	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
36.910	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.910	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
36.920	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.920	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
36.930	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.930	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
36.940	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.940	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
36.950	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.950	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
36.960	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.960	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
36.970	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.970	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
36.980	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.980	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
36.990	0.017	0.000	0.000	4.1667E-4	0.000	0.000	36.990	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.000	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.000	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.010	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.010	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.020	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.020	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.030	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.030	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.040	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.040	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.050	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.050	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.060	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.060	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.070	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.070	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.080	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.080	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.090	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.090	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.100	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.100	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.110	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.110	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.120	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.120	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.130	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.130	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.140	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.140	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.150	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.150	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.160	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.160	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.170	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.170	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.180	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.180	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.190	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.190	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.200	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.200	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.210	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.210	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.220	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.220	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.230	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.230	0.035	0.000	0.000	8.3333E-4	0.000	0.000																					
37.240	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.240	0.035	0.000	43.633	8.3333E-4	0.000	1.042																					
37.250	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.250	0.035	0.873	43.633	8.3333E-4	0.021	1.042																					
37.260	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.260	0.052	0.873	-43.633	0.0012	0.021	-1.042																					
37.270	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.270	0.052	0.000	-43.633	0.0012	0.000	-1.042																					
37.280	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.280	0.052	0.000	0.000	0.0012	0.000	0.000																					
37.290	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.290	0.052	0.000	0.000	0.0012	0.000	0.000																					
37.300	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.300	0.052	0.000	0.000	0.0012	0.000	0.000																					
37.310	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.310	0.052	0.000	0.000	0.0012	0.000	0.000																					
37.320	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.320	0.052	0.000	0.000	0.0012	0.000	0.000																					
37.330	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.330	0.052	0.000	0.000	0.0012	0.000	0.000																					
37.340	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.340	0.052	0.000	0.000	0.0012	0.000	0.000																					
37.350	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.350	0.052	0.000	0.000	0.0012	0.000	0.000																					
37.360	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.360	0.052	0.000	43.633	0.0012	0.000	1.042																					
37.370	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.370	0.052	0.873	43.633	0.0012	0.021	1.042																					
37.380	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.380	0.070	0.873	-43.633	0.0017	0.021	-1.042																					
37.390	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.390	0.070	0.000	-43.633	0.0017	0.000	-1.042																					
37.400	0.017	0.000	0.000	4.1667E-4	0.000	0.000	37.400	0.070	0.000	0.000	0.0017	0.000	0.000																					
37.410	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042	37.410	0.070	0.000	0.000	0.0017	0.000	0.000																					
37.420	0.017	-0.873	-43.633	4.1667E-4	-0.021	-1.042	37.420	0.070	0.000	0.000	0.0017	0.000	0.000																					
37.430	0.000	-0.873	43.633	0.0000	-0.021	1.042	37.430	0.070	0.000	0.000	0.0017	0.000	0.000																					
37.440	0.000	0.000	43.633	0.0000	0.000	1.042	37.440	0.070	0.000	0.000	0.0017	0.000	0.000																					
37.450	0.000	0.000	0.000	0.0000	0.000	0.000	37.450	0.070	0.000	0.000	0.0017	0.000	0.000																					
37.460	0.000	0.000	0.000	0.0000	0.000	0.000	37.460	0.070	0.000	0.000	0.0017	0.000	0.000																					
37.470	0.000	0.000	0.000	0.0000	0.000	0.000	37.470	0.070	0.000	43.633	0.0017	0.000	1.042																					
